Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-08-14;Sakurai Y et al.;29.07.2026;13.08.2026;Front Pediatr;2026;Mechanisch beatmete Kinder in pädiatrischen vs. allgemeinen Intensivstationen in Japan;Die Studie verglich klinische Ergebnisse mechanisch beatmeter Kinder in spezialisierten pädiatrischen Intensivstationen (PICU) versus allgemeinen Intensivstationen (GICU).;"Von 48.106 Patienten wurden 36% auf PICUs behandelt. Nach Propensity-Score-Analyse zeigte PICU-Versorgung signifikant niedrigere Krankenhaussterblichkeit (2,73% vs. 3,42%; OR 0,79, 95% KI 0,69–0,91; p = 0,001), aber längere Gesamtaufenthalte (22,74 vs. 22,13 Tage; p < 0,001).";;42591500;https://pubmed.ncbi.nlm.nih.gov/42591500/
2026-08-13;Eid AbuRuz M et al.;26.07.2026;13.08.2026;J Clin Med;2026;Door-to-Balloon-Zeit, Komplikationen und Verweildauer bei STEMI;Diese prospektive Beobachtungsstudie untersuchte, ob die Door-to-Balloon-Zeit (D2B) bei ST-Hebungs-Myokardinfarkt (STEMI) postoperative Komplikationen und Krankenhausverweildauer vorhersagt.;"Eine verzögerte D2B-Zeit (≥2 h) war mit 2,22-fach erhöhtem Komplikationsrisiko assoziiert; jede zusätzliche Stunde Verzögerung führte zu 0,294 Tagen mehr Krankenhausaufenthalt. Ein Median D2B von 108 Minuten wurde beobachtet (IQR 65–395).";;42589943;https://pubmed.ncbi.nlm.nih.gov/42589943/
2026-08-13;Mayer S et al.;06.08.2026;13.08.2026;Healthcare (Basel);2026;Simulation der Effekte von Mindestfallzahl-Schwellenwerten auf die geografische Erreichbarkeit neurochirurgischer Kliniken in Deutschland;Diese Simulationsstudie untersuchte die Auswirkungen unterschiedlicher Mindestfallzahl-Schwellenwerte auf die geografische Erreichbarkeit neurochirurgischer Versorgung in Deutschland.;Basale Erreichbarkeit innerhalb 40 Minuten Fahrtzeit (A2N40) betrug 66,6 % der Fläche und 84,7 % der Bevölkerung. Eine Erhöhung um einen Perzentilpunkt der Fallzahl-Schwelle reduzierte A2N40 um durchschnittlich 0,70 Prozentpunkte, was etwa 305.000 zusätzliche Menschen betrifft.;;42588405;https://pubmed.ncbi.nlm.nih.gov/42588405/
2026-08-13;Na Nakorn S et al.;01.08.2026;13.08.2026;Healthcare (Basel);2026;Evaluation eines Stärkenbasierten Resilienz-Programms auf Widerstandskraft, wahrgenommenen Stress und depressive Symptome bei Schülern in Thailand;Diese quasi-experimentelle Single-Group-Studie evaluierte ein sechswöchiges Resilienz-Programm bei 26 sekundarschul-Schülern mit Messungen zu Baseline, direkt nach Intervention und nach einem Monat.;"Resilienz stieg von M=64,00 (Baseline) auf M=76,46 (direkt post) und M=78,19 (ein Monat später; p&lt;0,001, η²=0,752). Wahrgenommener Stress sank von M=20,62 auf M=13,04 und M=9,62 (p&lt;0,001, η²=0,808). Depressive Symptome sanken von M=7,27 auf M=5,81 und M=4,88 (p&lt;0,001, η²=0,371).";;42588304;https://pubmed.ncbi.nlm.nih.gov/42588304/
2026-08-13;Su WG et al.;12.08.2026;12.08.2026;BMJ Open Qual;2026;Kürzere Verweildauer nach risikoarmem Kaiserschnitt;Qualitätsverbesserungsprojekt zur Entlassung am dritten Tag nach risikoarmem Kaiserschnitt.;"Die Entlassungsrate am dritten Tag stieg von 80,0 % (n = 352) auf 84,5 % (n = 241), nach dem gebündelten Maßnahmenpaket von 83,3 % auf 92,5 %; geschätzte Einsparung 70.884 SGD. Standardisierte Abläufe verkürzen die Liegezeit ohne Qualitätsverlust.";;42586586;https://pubmed.ncbi.nlm.nih.gov/42586586/
2026-08-13;Taniguchi J et al.;12.08.2026;12.08.2026;J Infect Chemother;2026;Entwicklung und Validierung des N-DROP-Scores zur Vorhersage der 30-Tage-Sterblichkeit bei Pflegeheim-assoziierten Pneumonien;Diese Studie entwickelte mittels LASSO-Regression ein verbessertes Modell zur Vorhersage der in-Hospital-Sterblichkeit bei Pflegeheim-assoziierten Pneumonien (NHCAP) basierend auf Faktoren jenseits des klassischen A-DROP-Scores.;"Die 30-Tage-Sterblichkeit in 116.185 Patienten betrug 11,7 %. Der N-DROP-Score zeigte verbesserte Diskriminationsfähigkeit (C-Statistik 0,746; 95 % KI 0,734–0,757) gegenüber A-DROP (0,708; 95 % KI 0,695–0,720; p&lt;0,001).";;42586261;https://pubmed.ncbi.nlm.nih.gov/42586261/
2026-08-13;Izguttinov A et al.;Aug. 2026;12.08.2026;Health Serv Res;2026;Wertbasierte Vergütung in der Primärversorgung und Low-Value Care;Untersuchung, ob die Einführung wertbasierter Vergütung in Hausarztpraxen unnötige Leistungen reduziert.;Über 33,6 Mio. Versichertenmonate (1,34 Mio. Versicherte, 7.903 Praxen) blieben die Unterschiede ohne statistische Signifikanz: Bildgebung bei Fersensporn 31,2 % gegenüber 28,9 %, bei Kopfschmerz 14,8 % gegenüber 14,5 %, bei Rückenschmerz je 13,8 %. Vergütungsanreize allein senken Low-Value Care offenbar nicht.;;42584215;https://pubmed.ncbi.nlm.nih.gov/42584215/
2026-08-13;Dashtban A et al.;12.08.2026;12.08.2026;J R Soc Med;2026;Inanspruchnahme und Kosten bei Long COVID (England und Wales);Vergleich von Versorgungskosten und Arztkontakten zwischen Long-COVID-Betroffenen und Kontrollpersonen.;"Die mittleren Jahreskosten lagen in Wales bei 6.681,60 £ gegenüber 2.039,90 £ (3,27-fach), in England bei 3.378,30 £ gegenüber 1.355,80 £ (2,49-fach); Wales verzeichnete einen um 25 % stärkeren relativen Kostenanstieg (Verhältnis 1,25; 95%-KI 1,09–1,42). Die Versorgungslast fällt regional deutlich unterschiedlich aus.";;42584205;https://pubmed.ncbi.nlm.nih.gov/42584205/
2026-08-13;Srivastava A et al.;12.08.2026;12.08.2026;Med Care;2026;Eigenbesitz an Zusatzleistungen und Testhäufigkeit in Urologiepraxen;Analyse, ob unternehmerische Beteiligung von Urologiepraxen an Zusatzleistungen die Zahl angeordneter Tests erhöht.;"20,6 % der Praxen (706 von 3.430) besaßen eigene Zusatzleistungen; pro 10 Punkte auf dem Unternehmerindex stiegen bei 49.285 Männern die Chancen für Urinuntersuchungen auf das 1,13-Fache (95%-KI 1,09–1,18; p < 0,001) und für nicht indikationsbezogene Tests auf das 1,21-Fache (95%-KI 1,15–1,27; p < 0,001). Finanzielle Eigeninteressen schlagen messbar auf die Leistungsmenge durch.";;42583905;https://pubmed.ncbi.nlm.nih.gov/42583905/
2026-08-13;Wang VH et al.;10.08.2026;12.08.2026;Med Care;2026;Soziale Bedarfe und Versorgungszugang nach Kostenträger;Querschnittsanalyse, wie häufig gesundheitsbezogene soziale Bedarfe je nach Versicherungsart auftreten und den Zugang zur Versorgung beeinflussen.;"Unter 126.490 Befragten war Ernährungsunsicherheit bei Medicaid-Versicherten mit 49,20 % weit häufiger als bei privat (11,89 %) oder über Medicare (5,20 %) Versicherten; Wohnungsunsicherheit lag bei 54,61 %, 25,18 % und 14,99 %. Ernährungsunsicherheit ging in allen Gruppen mit häufiger unterlassener Versorgung einher.";;42583901;https://pubmed.ncbi.nlm.nih.gov/42583901/
2026-08-13;Mok PLH et al.;12.08.2026;12.08.2026;BMC Med;2026;Leitlinientreue in der Nachsorge nach akuter Nierenschädigung;Routinedatenanalyse zur Frage, wie konsequent die empfohlene Nachsorge nach akuter Nierenschädigung umgesetzt wird.;"Bei 209.222 Patientinnen und Patienten (279.187 Episoden) wurde die Nierenschädigung nur in 19,5 % kodiert (95%-KI 18,5–20,5); 72,6 % hatten Hausarztkontakt, aber nur 34,2 % eine Kreatininkontrolle nach 90 Tagen und 4,2 % eine Albumin-Kreatinin-Bestimmung. Die empfohlene Nachsorge findet weitgehend nicht statt.";;42581362;https://pubmed.ncbi.nlm.nih.gov/42581362/
2026-08-10;Limoncella G et al.;Aug. 2026;09.08.2026;Pharmacoepidemiol Drug Saf;2026;ConcePTION-Algorithmus: Schwangerschaften in Routinedaten erkennen;Entwicklung und Anwendung eines Algorithmus, der Schwangerschaften in bevölkerungsbezogenen Gesundheitsdatenbanken identifiziert.;"Über 10 europäische Datenbanken wurden rund 2,7 Mio. Schwangerschaften erkannt; 50–83 % endeten in Lebendgeburten, 4–10 % in Fehlgeburten. Das Gestationsalter war für 6–89 % der Datensätze schätzbar (RMSE 17–50 Tage). Das verbessert die Nutzung von Routinedaten für die Arzneimittelsicherheit in der Schwangerschaft.";;42571911;https://pubmed.ncbi.nlm.nih.gov/42571911/
2026-08-10;Jalink M et al.;04.08.2026;04.08.2026;Cancer Epidemiol;2026;Wartezeit von Diagnose bis Operation beim Zervixkarzinom;Kohortenstudie zum Zusammenhang zwischen dem Intervall Diagnose–Operation und dem Gesamtüberleben.;"Bei 1.501 Patientinnen (mediane Wartezeit 80 Tage) war ein sehr kurzes Intervall (2–6 Wochen) mit erhöhtem Sterberisiko verbunden (HR 2,33; 95%-KI 1,14–4,77) gegenüber 10–14 Wochen; das Muster war U-förmig. Sowohl sehr kurze als auch sehr lange Wartezeiten erscheinen ungünstig.";;42551070;https://pubmed.ncbi.nlm.nih.gov/42551070/
2026-08-09;Fedler C et al.;07.08.2026;09.08.2026;Tob Use Insights;2026;Aufhörversuche beim Shisha-Rauchen junger Erwachsener in Deutschland;Befragung zu Aufhörverhalten und dessen Prädiktoren bei jungen Shisha-Rauchenden in Deutschland.;"Nur 14,6 % (95%-KI 11,9–17,8) hatten je einen Aufhörversuch unternommen; die wahrgenommene Abhängigkeit war der einzige signifikante Prädiktor. Präventions- und Entwöhnungsangebote erreichen die Gruppe bislang kaum.";;42571166;https://pubmed.ncbi.nlm.nih.gov/42571166/
2026-08-09;Topcu FB et al.;07.08.2026;08.08.2026;BMC Health Serv Res;2026;Determinanten der Teilnahme am Mammographie-Screening (Ankara, Türkei);Querschnittstudie zu Faktoren, die die Inanspruchnahme der Brustkrebs-Früherkennung bei Frauen beeinflussen.;"Frauen, die Screening-Programme kannten, nahmen 8,5-mal häufiger teil; nach früherer anderer Krebsfrüherkennung 5,5-mal häufiger; eine chronische Erkrankung verdoppelte die Chance. Bekanntheit und Aufklärung sind die zentralen Hebel.";;42571012;https://pubmed.ncbi.nlm.nih.gov/42571012/
2026-08-09;Albert A et al.;08.08.2026;08.08.2026;BMC Health Serv Res;2026;Therapieunterbrechende Systemfehler der Heim-Peritonealdialyse (HomeChoice-Cycler);Analyse technischer Fehler bei der Heimdialyse und ihrer Häufigkeit im Versorgungsalltag.;"49 verschiedene Fehlertypen in 138 Vorfällen; Druckkammer-Fehler machten 21,7 % aus; Fehler traten in unter 0,25 % der Behandlungssitzungen auf. Die Heimtechnik ist überwiegend zuverlässig; einzelne Fehlerquellen sind gezielt adressierbar.";;42571003;https://pubmed.ncbi.nlm.nih.gov/42571003/
2026-08-09;Oxley S et al.;08.08.2026;08.08.2026;Gynecol Oncol;2026;Lebensqualität nach risikoreduzierender Hysterektomie;Untersuchung der gesundheitsbezogenen Lebensqualität (Nutzwerte) nach vorbeugender Gebärmutterentfernung.;Mittlere Nutzwerte lagen je nach Eingriff und Zeitpunkt zwischen 0,670 und 0,942, mit signifikanten Gruppenunterschieden (p < 0,001). Art und Zeitpunkt des Eingriffs beeinflussen die Lebensqualität deutlich.;;42570385;https://pubmed.ncbi.nlm.nih.gov/42570385/
2026-08-09;Belachew EA et al.;08.08.2026;08.08.2026;Geroscience;2026;Orale Antikoagulation und neu auftretende Demenz bei Vorhofflimmern;Real-World-Kohortenstudie zum Zusammenhang zwischen Art des Gerinnungshemmers und Demenzrisiko.;"DOAK gingen mit geringerem Demenzrisiko einher (HR 0,63; 95%-KI 0,56–0,70), Warfarin mit höherem Risiko (HR 1,31; 95%-KI 1,16–1,49). Die Wirkstoffwahl könnte für die kognitive Langzeitprognose bedeutsam sein.";;42570194;https://pubmed.ncbi.nlm.nih.gov/42570194/
2026-08-09;Kumar G et al.;08.08.2026;08.08.2026;J Cancer Surviv;2026;Adhärenz zu Bewegungsleitlinien bei US-Krebsüberlebenden;Auswertung landesweiter Surveydaten zur Einhaltung der Empfehlungen für körperliche Aktivität über die Zeit.;Die Adhärenz stieg von 9,2 % (2010) auf 22,0 % (2015) und fiel bis 2020 wieder auf 8,7 %. Anhaltend niedrige, zuletzt rückläufige Werte weisen auf Versorgungslücken in der Bewegungsförderung hin.;;42570052;https://pubmed.ncbi.nlm.nih.gov/42570052/
